,Unnamed: 0,station_name,place_name,author_name,rating,text,time,Language,Sentiment,Sentiment_Score,Latitude,Longitude,assigned_district,daerah,projected_population
7855,7855,TATAU,PETRONAS Tatau,mohammad atthia brahim,1,"Petronas Tatau has managed to achieve the unthinkable: making a pit stop feel like a perilous trek into the wilderness. Located conveniently between Sibu and Bintulu, one would expect this Petronas station to be a sanctuary for weary travelers. Instead, it's a distressing reminder of civilization's absence.

The absence of toilets at Petronas Tatau is not just an inconvenience; it's a cruel joke played on desperate bladders everywhere. It's as if they expect patrons to have the bladder control of a camel or the fortitude of a seasoned survivalist.

Forget about expecting cleanliness; that ship sailed along with the basic human necessity of relief. The once-glistening bathrooms are now dusty, desolate caverns echoing with the pained cries of neglected travelers.

It's hard to fathom how a station situated between two major destinations could neglect such a fundamental need. It's akin to building a bridge without ensuring it spans the river.

If Petronas Tatau continues to ignore the pleas of its patrons for basic facilities, it risks losing not only customers but also its reputation as a reliable pit stop. In a world where convenience reigns supreme, this glaring oversight is not just a disappointment; it's a disaster waiting to happen.",1713679777,en,negative,0.3233325779438019,2.887104,112.855501,"Tatau, Sarawak","Tatau, Sarawak",33460.6139829675
7856,7856,TATAU,PETRONAS Tatau,Lone Wolf,5,Toilet clean and close to main road,1724484490,en,very positive,0.4713725447654724,2.887104,112.855501,"Tatau, Sarawak","Tatau, Sarawak",33460.6139829675
7857,7857,TATAU,PETRONAS Tatau,Hazman Hazman,3,The first thing that comes to my mind is that the toilet is really dirty and smelly. Sometimes there is no water when I visit there. The location is strategic to rest and refuel. Last petrol station before entering Bintulu town.,1679214114,en,neutral,0.3513215780258178,2.887104,112.855501,"Tatau, Sarawak","Tatau, Sarawak",33460.6139829675
7858,7858,TATAU,PETRONAS Tatau,Safri Ramle,1,Probably the worst toilet in Petronas ever. The urinals and toilets are dirty and stained. It's awfully stinky as well. Avoid at all cost.,1672487956,en,very negative,0.8514228463172913,2.887104,112.855501,"Tatau, Sarawak","Tatau, Sarawak",33460.6139829675
7859,7859,TATAU,PETRONAS Tatau,Mac,5,No comments. Everything good,1676588400,en,very positive,0.5267677307128906,2.887104,112.855501,"Tatau, Sarawak","Tatau, Sarawak",33460.6139829675
7860,7860,KIDURONG 2,PETRONAS Kidurong 2,Da Yong,4,Up to date petrol station with plenty of range goods choices but unfortunately the washroom in the state of very inconvenient when comes to cleaning yourself since the station didn't provide a proper bidet or at least rubber hose.,1722563262,en,neutral,0.4511144161224365,3.263497,113.100182,"Bintulu, Sarawak","Bintulu, Sarawak",193304.97118333552
7861,7861,KIDURONG 2,PETRONAS Kidurong 2,Martina Kimverlin Lee,5,Excellent. The servis here is very excellent.,1724636402,en,very positive,0.9286991357803344,3.263497,113.100182,"Bintulu, Sarawak","Bintulu, Sarawak",193304.97118333552
7862,7862,KIDURONG 2,PETRONAS Kidurong 2,Jackson Bawang,5,Very Excellent service,1724640611,en,very positive,0.8652063608169556,3.263497,113.100182,"Bintulu, Sarawak","Bintulu, Sarawak",193304.97118333552
7863,7863,KIDURONG 2,PETRONAS Kidurong 2,hafizul azlan,5,"Awesome service, very strategic location for those working at tanjung kidurong, and travellers using coastal road.",1692785428,en,very positive,0.8075935244560242,3.263497,113.100182,"Bintulu, Sarawak","Bintulu, Sarawak",193304.97118333552
7864,7864,KIDURONG 2,PETRONAS Kidurong 2,TenoChi Tiger,4,"A great place to fuel up, take a break or buy some  food and drinks before a long journey",1703409107,en,very positive,0.6206787824630737,3.263497,113.100182,"Bintulu, Sarawak","Bintulu, Sarawak",193304.97118333552
7865,7865,TUN HUSSEIN ONN,PETRONAS Tun Hussein Onn,SeekNdstroydd,5,"Convenient location, always have a pleasant experience fueling up here. Excellent service and very friendly staff.",1724670939,en,very positive,0.754876971244812,3.19737,113.07982,"Bintulu, Sarawak","Bintulu, Sarawak",193304.97118333552
7866,7866,TUN HUSSEIN ONN,PETRONAS Tun Hussein Onn,Keyhuan Tan,5,The manager very friendly and warm hearted to help us replace the tire when my tyre pancit,1725289204,en,very positive,0.6296488046646118,3.19737,113.07982,"Bintulu, Sarawak","Bintulu, Sarawak",193304.97118333552
7867,7867,TUN HUSSEIN ONN,PETRONAS Tun Hussein Onn,Fikri Wahi,5,Nice location. Convenient. My favourite gas station in Bintulu. 😊,1725323906,en,very positive,0.6310563683509827,3.19737,113.07982,"Bintulu, Sarawak","Bintulu, Sarawak",193304.97118333552
7868,7868,TUN HUSSEIN ONN,PETRONAS Tun Hussein Onn,Siti Engcau,3,They lock the bathroom. Ask over the counter for the bathroom key if you want to use it. But still free is the best😋,1709282150,en,neutral,0.3430696725845337,3.19737,113.07982,"Bintulu, Sarawak","Bintulu, Sarawak",193304.97118333552
7869,7869,TUN HUSSEIN ONN,PETRONAS Tun Hussein Onn,Etherion,1,"Poor Service.The pump was not working but the worker only answer  ""Dont know""",1712687535,en,very negative,0.7072997093200684,3.19737,113.07982,"Bintulu, Sarawak","Bintulu, Sarawak",193304.97118333552
7870,7870,TUN HUSSEIN ONN,Shell,Kee Ting Wong,2,"I am writing this complaint to draw the attention to the matter in the hope that the present situation will be much improved!!!

Otea is essential to the service. However, it which brings me much trouble and inconvenience!!! Worst of all is the bad manners of your staff!!This is the way let me feeling very angry and disgusting!!!

From the manners of your staff, her service attitude is very bad, and she yells insults loudly in front of customers many times and shows impatience and scolding customers!!!

Please take this matter into serious consideration and give a satisfactory reply as soon as possible. At the same time, I sincerely hope that you will review your management system.If the situation does not improve I will continue to complain!!",1689428148,en,very negative,0.6918925046920776,3.19737,113.07982,"Bintulu, Sarawak","Bintulu, Sarawak",193304.97118333552
7871,7871,TUN HUSSEIN ONN,Shell,JW L,4,This Shell is big but too packed with vehicles especially during peak hour.,1653835565,en,neutral,0.4056825935840606,3.19737,113.07982,"Bintulu, Sarawak","Bintulu, Sarawak",193304.97118333552
7872,7872,TUN HUSSEIN ONN,Shell,Jessica Joo,5,They have Otea.,1726029060,en,neutral,0.3125093877315521,3.19737,113.07982,"Bintulu, Sarawak","Bintulu, Sarawak",193304.97118333552
7873,7873,TUN HUSSEIN ONN,Shell,Imas Imas,1,Just a problem with staff attitude,1716085855,en,negative,0.3905718624591827,3.19737,113.07982,"Bintulu, Sarawak","Bintulu, Sarawak",193304.97118333552
7874,7874,TUN HUSSEIN ONN,Shell,Ajay Krishnan,3,Fuel station on the side of road. Service is good. Assistance from Staff available if requested.,1468282893,en,positive,0.593163251876831,3.19737,113.07982,"Bintulu, Sarawak","Bintulu, Sarawak",193304.97118333552
7875,7875,LOPENG,PETRONAS Lopeng,The ergmirah,1,"I'm Bruneian, actually they don't sell foreigners car but after discussions they  only sell it for 20 litre diesel oil. Thanks for the staff Petronas for ur kinds services.",1724540861,en,very negative,0.3324750363826751,4.35037,114.004478,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7876,7876,LOPENG,PETRONAS Lopeng,Winston Churchil,4,Big clean toilet.Hope ATM machine and small food stall will be available here once the main road completed,1626866803,en,very positive,0.5379047393798828,4.35037,114.004478,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7877,7877,LOPENG,PETRONAS Lopeng,Cynthia Jikolin,5,This gas station is by the bypass road. It's usually not crowded. Lorries and trailers usually stop by here for refueling.,1624147845,en,neutral,0.3526914417743683,4.35037,114.004478,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7878,7878,LOPENG,PETRONAS Lopeng,Kassim Ekram,4,"Located along Miri bypass. Very clean and situated at the intersection to Riam, Miri airport, Taman Tunku housing and Hospital.",1582243735,en,very positive,0.6649894118309021,4.35037,114.004478,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7879,7879,LOPENG,PETRONAS Lopeng,witchozIntruder,5,Ok..,1723127349,af,neutral,0.6501831412315369,4.35037,114.004478,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7880,7880,LERENG BUKIT,PETRONAS Lereng Bukit,Dominic Girow,5,Great place to fuel. Pump working so perfectly.,1710254680,en,very positive,0.8973252177238464,4.398083,113.995966,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7881,7881,LERENG BUKIT,PETRONAS Lereng Bukit,yuritart,3,very nice but my car wont accept any oil but shell oil but still delightful. more for oil for me,1701859933,en,positive,0.7011005282402039,4.398083,113.995966,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7882,7882,LERENG BUKIT,PETRONAS Lereng Bukit,Jeffrey Sani,4,Air pump for tire always in good condition.i never seen it break down,1649048153,en,very positive,0.514564573764801,4.398083,113.995966,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7883,7883,LERENG BUKIT,PETRONAS Lereng Bukit,Cynthia Jikolin,5,This gas station has a huge space and it's usually not crowded even during peak hours.,1624147736,en,positive,0.3597285151481628,4.398083,113.995966,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7884,7884,LERENG BUKIT,PETRONAS Lereng Bukit,SingKwong Ting,3,At least it has functioning air compressor,1699763052,en,neutral,0.3455103635787964,4.398083,113.995966,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7885,7885,LERENG BUKIT,PETRONAS Jalan Bintang,Mohd Firdaus,5,"I always have a great experience whenever I stop by Petronas Jalan Bintang in Miri. The staff here are genuinely friendly and always ready to help, which makes a big difference. The station is well-kept and clean, and I appreciate how quickly I can fill up and be on my way. They have a nice selection of snacks and drinks in the convenience store, which is perfect for a quick grab-and-go. The location is also spot-on — really easy to get in and out of. Definitely my go-to stop whenever I’m in the area!",1725687545,en,very positive,0.687529981136322,4.398083,113.995966,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7886,7886,LERENG BUKIT,PETRONAS Jalan Bintang,ayen,5,Excellent service and always clean! The staff are friendly and the fuel prices are competitive. Highly recommend this Petronas station for a great experience.,1725863871,en,very positive,0.933098316192627,4.398083,113.995966,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7887,7887,LERENG BUKIT,PETRONAS Jalan Bintang,TOMMY HUANG NENG YIEO,5,"Went to refuel and approached by staff asking to review on Google. So this is it.....

Honestly, overall this petrol station is good. Staff quite friendly. Just hope the toilet to be improved (not comfortable) size and the level of cleanliness.",1725598635,en,neutral,0.4618504345417022,4.398083,113.995966,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7888,7888,LERENG BUKIT,PETRONAS Jalan Bintang,Abang Daizrulizam Abang Sahari,5,Nice clean place and located in a nice location suitable for small events and to top up your fuel😂,1725155844,en,positive,0.4978411793708801,4.398083,113.995966,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7889,7889,LERENG BUKIT,PETRONAS Jalan Bintang,Muhammad Zariff Zahidadil,5,"the station had beautiful decoration around the place with malaysia flags and also the selamat datang signage. The staffs are also kind and polite to the costumers. The toilet also is convenient to use as the toilet has been kept clean all the time, good job👍",1692089734,en,positive,0.5393272638320923,4.398083,113.995966,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7890,7890,LUTONG,PETRONAS Lutong,Awfiyah Zuhayra,5,The staff at this gas station are very friendly. I love how they manage to give the best services ever. This gas station is very recommended if you want to have a nice rest. They also provide variety of snacks and beverages as well. I give 100 for their gas station.,1725868559,en,very positive,0.8265624642372131,4.46867,114.0084,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7891,7891,LUTONG,PETRONAS Lutong,Amirul Amzar,5,"I recently visited PETRONAS Lutong, and my experience was nothing short of excellent. The service station is clean, well-organized, and offers a wide range of amenities that make it stand out.

Customer Service:
The staff at PETRONAS Lutong were incredibly helpful and courteous. They attended to my needs promptly and provided excellent service with a smile. Whether it was refueling or purchasing items from the convenience store, everything was handled efficiently.

Facilities:
The station is well-maintained, with clean restrooms and a spacious convenience store stocked with a good variety of products, from snacks and drinks to essential car supplies. It's clear that PETRONAS Lutong prioritizes cleanliness and customer comfort.

Fuel Quality and Prices:
PETRONAS is known for its high-quality fuel, and this station is no exception. My vehicle runs smoothly on their fuel, and I appreciate the competitive pricing, which offers good value for money.

Overall Experience:
PETRONAS Lutong is a reliable and customer-focused service station that I would highly recommend to anyone in the area. Whether you're just passing through or a regular customer, you can expect top-notch service every time.",1724842647,en,positive,0.515457034111023,4.46867,114.0084,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7892,7892,LUTONG,PETRONAS Lutong,Amaida Shahidah,5,"My favourite gas station to go to. Services always good and clean & nice environment. Everything’s perfect here. Would recommend, the best 10/10",1725265289,en,very positive,0.9442440867424012,4.46867,114.0084,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7893,7893,LUTONG,PETRONAS Lutong,Ashraff Mat Zaid,5,"Good and friendly staff, great location and complete convinient store for snacking and refreshment.",1725969647,en,very positive,0.6469206213951111,4.46867,114.0084,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7894,7894,LUTONG,PETRONAS Lutong,Delphinie,5,It is a good place to make a quick stop other than filling your car fuel but also yourself because of the snacks offered at the convenience store😲 clean environment and helpful staff too,1724919403,en,positive,0.6204957962036133,4.46867,114.0084,"Miri, Sarawak","Miri, Sarawak",264266.33520294155
7895,7895,ISTHMUS (KUCHING BOUND),PETRONAS ISTHMUS (New Equity Trading),Han soo man,5,Clean petrol station.very gd service from the staff. Clean toilets and surau. There is atm here👍🏻,1725371245,en,very positive,0.5203351974487305,1.56678,110.407745,"Telang Usan, Sarawak","Telang Usan, Sarawak",18025.22239330138
7896,7896,ISTHMUS (KUCHING BOUND),PETRONAS ISTHMUS (New Equity Trading),Walker Z Gàming,5,"This Petronas offer one of the best service an Long AS they dan handle which is understandble and also have so much good Thing about it like the prayer places Always keep in bed, toilet Always work and coufy to use, with the employee who keep smilling and giving the best Solution AS possible for any Trouble that we AS customer Face such AS hot to using card at the pump, how to link or Connect our mesra card to SETEL apps, and more. Needless to say that they giving their best at work and Helping US AS their customer. They also Helping one of the customer which the customer Bike were having and Issue and Helping he push the Bike to nearest workshop which quite Rare scene to acknowledge for most of us",1726128235,en,very positive,0.7664574980735779,1.56678,110.407745,"Telang Usan, Sarawak","Telang Usan, Sarawak",18025.22239330138
